,Unnamed: 0,Room Description,Guest Room Info,Room Description Expanded,gemini_roomtype_result,pred_text,match,gemini_otherattr_result,attrs,roomType,bedType,ratePlanInclusives,roomAmenities,mealPlan,roomView,taxesAndFees
11827,11827,AVALON EXPERIENCE|TWO BDRM BUNGALOW-700-725 SQ FT1 KING AND 1 QUEEN BED LIVING ROOM-PATIO- KITCHEN,Bungalow,AVALON EXPERIENCE|TWO BEDROOM BUNGALOW-700-725 SQ FT1 KING AND 1 QUEEN BED LIVING ROOM-PATIO- KITCHEN,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Bungalow,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.01017202902585268
}
usage_metadata {
  prompt_token_count: 360
  candidates_token_count: 8
  total_token_count: 368
}
model_version: ""gemini-1.5-flash-002""
",Bungalow,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Bungalow\"",\n  \""bedType\"": [\""King Bed\"", \""Queen Bed\""],\n  \""ratePlanInclusives\"": [\""Kitchen\""],\n  \""roomAmenities\"": [\""Kitchen\""],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.09401007
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.195593983
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.039048329
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.114368707
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0637151301
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.185947239
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0574932285
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.136608809
  }
  avg_logprobs: -0.039318334909132967
}
usage_metadata {
  prompt_token_count: 4310
  candidates_token_count: 81
  total_token_count: 4391
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Bungalow', 'bedType': 'King Bed, Queen Bed', 'ratePlanInclusives': 'Kitchen', 'roomAmenities': 'Kitchen', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Bungalow,"King Bed, Queen Bed",Kitchen,Kitchen,Unknown,Unknown,Unknown
1530,1530,SPECIAL 50PCT OFF SALE|OCEAN FRONT SUITE DOUBLE .2 QUEEN.,Suite,SPECIAL 50PCT OFF SALE|OCEAN FRONT SUITE DOUBLE .2 QUEEN.,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Suite,0.8\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.013926570614178976
}
usage_metadata {
  prompt_token_count: 342
  candidates_token_count: 6
  total_token_count: 348
}
model_version: ""gemini-1.5-flash-002""
",Suite,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Suite\"",\n  \""bedType\"": [\""Queen Bed\""],\n  \""ratePlanInclusives\"": [],\n  \""roomAmenities\"": [],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Ocean view\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.102304742
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.187132955
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0367695056
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.106690697
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0705596507
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.189521432
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0685376
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.159217864
  }
  avg_logprobs: -0.0061539521772567543
}
usage_metadata {
  prompt_token_count: 4292
  candidates_token_count: 73
  total_token_count: 4365
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Suite', 'bedType': 'Queen Bed', 'ratePlanInclusives': '', 'roomAmenities': '', 'mealPlan': 'Unknown', 'roomView': 'Ocean view', 'taxesAndFees': 'Unknown'}",Suite,Queen Bed,,,Unknown,Ocean view,Unknown
1318,1318,BEST AVAILABLE RATE|AMBASSADOR SUITE-PARK VIEW-1 KING- WIFI-SEPARATE SITTING AREA-MINIBAR,Suite,BEST AVAILABLE RATE|AMBASSADOR SUITE-PARK VIEW-1 KING- WIFI-SEPARATE SITTING AREA-MINIBAR,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Suite,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.011110495243753706
}
usage_metadata {
  prompt_token_count: 352
  candidates_token_count: 7
  total_token_count: 359
}
model_version: ""gemini-1.5-flash-002""
",Suite,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Suite\"",\n  \""bedType\"": \""King Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Wireless internet connection\"",\n    \""Minibar\""\n  ],\n  \""roomAmenities\"": [\n    \""Wireless internet connection\"",\n    \""Sitting area\"",\n    \""Minibar\""\n  ],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Park view\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.127652913
    severity: HARM_SEVERITY_LOW
    severity_score: 0.22953552
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0665691793
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.158174783
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0980794281
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.19193311
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0900932476
    severity: HARM_SEVERITY_LOW
    severity_score: 0.20689407
  }
  avg_logprobs: -0.0055504199620839715
}
usage_metadata {
  prompt_token_count: 4302
  candidates_token_count: 111
  total_token_count: 4413
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Suite', 'bedType': 'King Bed', 'ratePlanInclusives': 'Wireless internet connection, Minibar', 'roomAmenities': 'Wireless internet connection, Sitting area, Minibar', 'mealPlan': 'Unknown', 'roomView': 'Park view', 'taxesAndFees': 'Unknown'}",Suite,King Bed,"Wireless internet connection, Minibar","Wireless internet connection, Sitting area, Minibar",Unknown,Park view,Unknown
428,428,SEMI-FLEX|1 KING MOBILITY ACCESSIBLE W/ BATHTUB NO SMOK SWEET DREAMS EXPERIENCE BED,Accessible Room,SEMI-FLEX|1 KING MOBILITY ACCESSIBLE WITH/ BATHTUB NO SMOK SWEET DREAMS EXPERIENCE BED,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Accessible Room,0.9\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.084606213229043145
}
usage_metadata {
  prompt_token_count: 348
  candidates_token_count: 7
  total_token_count: 355
}
model_version: ""gemini-1.5-flash-002""
",Accessible Room,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Accessible Room\"",\n  \""bedType\"": \""King Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Bathtub\""\n  ],\n  \""roomAmenities\"": [],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.103748769
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.19930841
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.043365851
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.128525272
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0675468594
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.172171667
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0637151301
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.148047015
  }
  avg_logprobs: -0.0014897332322306748
}
usage_metadata {
  prompt_token_count: 4298
  candidates_token_count: 82
  total_token_count: 4380
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Accessible Room', 'bedType': 'King Bed', 'ratePlanInclusives': 'Bathtub', 'roomAmenities': '', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Accessible Room,King Bed,Bathtub,,Unknown,Unknown,Unknown
30040,30040,"FLASH SALE|1 KING 1BR LUXURY SUITE NORTH TOWER NSMK WITH 685 SQ FT, FREE WIFI, HOT TUB, SOFA BED",Luxury Suite,"FLASH SALE|1 KING 1BR LUXURY SUITE NORTH TOWER NON SMOKING WITH 685 SQ FT, FREE WIFI, HOT TUB, SOFA BED","candidates {
  content {
    role: ""model""
    parts {
      text: ""Luxury Suite,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.00088889332255348563
}
usage_metadata {
  prompt_token_count: 358
  candidates_token_count: 8
  total_token_count: 366
}
model_version: ""gemini-1.5-flash-002""
",Luxury Suite,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Luxury Suite\"",\n  \""bedType\"": [\""King Bed\"", \""Sofa Bed\""],\n  \""ratePlanInclusives\"": [\n    \""Free WIFI\"",\n    \""Hot Tub\""\n  ],\n  \""roomAmenities\"": [\n    \""Wireless internet connection\"",\n    \""Hot Tub\""\n  ],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.112795524
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.19193311
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.060086742
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.143187895
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0850991607
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.158174783
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0850991607
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.193147466
  }
  avg_logprobs: -0.0026945521434148154
}
usage_metadata {
  prompt_token_count: 4308
  candidates_token_count: 108
  total_token_count: 4416
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Luxury Suite', 'bedType': 'King Bed, Sofa Bed', 'ratePlanInclusives': 'Free WIFI, Hot Tub', 'roomAmenities': 'Wireless internet connection, Hot Tub', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Luxury Suite,"King Bed, Sofa Bed","Free WIFI, Hot Tub","Wireless internet connection, Hot Tub",Unknown,Unknown,Unknown
29875,29875,ADVANCE PURCHASE BREAKFAST|LUXURY SUITE SEAVIEW-1K-AC-WIFI-ENSUITE-LCDTV- SAFE-KRUPSCOFFEE-KITCHENETTE-SEAVIEW-MAXOCC2,Luxury Suite,ADVANCE PURCHASE BREAKFAST|LUXURY SUITE SEAVIEW-1K-AC-WIFI-ENSUITE-LCDTV- SAFE-KRUPSCOFFEE-KITCHENETTE-SEAVIEW-MAXOCC2,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Luxury Suite,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.0012152439448982477
}
usage_metadata {
  prompt_token_count: 369
  candidates_token_count: 8
  total_token_count: 377
}
model_version: ""gemini-1.5-flash-002""
",Luxury Suite,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Luxury Suite\"",\n  \""bedType\"": \""King Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Air conditioning\"",\n    \""Wireless internet connection\"",\n    \""Kitchenette\"",\n    \""Complimentary in-room coffee or tea\""\n  ],\n  \""roomAmenities\"": [\n    \""Air conditioning\"",\n    \""Wireless internet connection\"",\n    \""Kitchenette\"",\n    \""In Room Safe\"",\n    \""LCDTV\""\n  ],\n  \""mealPlan\"": \""Breakfast\"",\n  \""roomView\"": \""Sea view\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.119203046
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.161320254
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0474259891
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.143187895
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0627891719
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.132066235
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.108188882
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.163445756
  }
  avg_logprobs: -0.0058294213735140283
}
usage_metadata {
  prompt_token_count: 4319
  candidates_token_count: 143
  total_token_count: 4462
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Luxury Suite', 'bedType': 'King Bed', 'ratePlanInclusives': 'Air conditioning, Wireless internet connection, Kitchenette, Complimentary in-room coffee or tea', 'roomAmenities': 'Air conditioning, Wireless internet connection, Kitchenette, In Room Safe, LCDTV', 'mealPlan': 'Breakfast', 'roomView': 'Sea view', 'taxesAndFees': 'Unknown'}",Luxury Suite,King Bed,"Air conditioning, Wireless internet connection, Kitchenette, Complimentary in-room coffee or tea","Air conditioning, Wireless internet connection, Kitchenette, In Room Safe, LCDTV",Breakfast,Sea view,Unknown
30501,30501,"AAA AUTO ASSOCIATION|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, LUXURY SUITE, 1 BEDROOM LARGER SUITE, 1 KING, SOFA BED",Luxury Suite,"AAA AUTO ASSOCIATION|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, LUXURY SUITE, 1 BEDROOM LARGER SUITE, 1 KING, SOFA BED","candidates {
  content {
    role: ""model""
    parts {
      text: ""Luxury Suite,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.12081675976514816
}
usage_metadata {
  prompt_token_count: 355
  candidates_token_count: 8
  total_token_count: 363
}
model_version: ""gemini-1.5-flash-002""
",Luxury Suite,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Luxury Suite\"",\n  \""bedType\"": [\""King Bed\"", \""Sofa Bed\""],\n  \""ratePlanInclusives\"": [\""Unknown\""],\n  \""roomAmenities\"": [\""Unknown\""],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.0850991607
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.175538197
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0367695056
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.109705783
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0583459213
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.175538197
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0646535307
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.119203046
  }
  avg_logprobs: -0.035028846175582322
}
usage_metadata {
  prompt_token_count: 4305
  candidates_token_count: 81
  total_token_count: 4386
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Luxury Suite', 'bedType': 'King Bed, Sofa Bed', 'ratePlanInclusives': 'Unknown', 'roomAmenities': 'Unknown', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Luxury Suite,"King Bed, Sofa Bed",Unknown,Unknown,Unknown,Unknown,Unknown
1912,1912,BEST AVAILABLE RATE|WHITEHALL SUITE-1 SUPER KING-CITY VIEW-1.5BATH TV OVER BATH-SEP SHOWER-COMP WIFI-LEDTV-86SQM,Suite,BEST AVAILABLE RATE|WHITEHALL SUITE-1 SUPER KING-CITY VIEW-1.5BATH TV OVER BATH-SEP SHOWER-COMP WIFI-LEDTV-86SQM,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Suite,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.060901428971971781
}
usage_metadata {
  prompt_token_count: 362
  candidates_token_count: 7
  total_token_count: 369
}
model_version: ""gemini-1.5-flash-002""
",Suite,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Suite\"",\n  \""bedType\"": \""King Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Complimentary wireless internet\""\n  ],\n  \""roomAmenities\"": [\n    \""Separate tub and shower\"",\n    \""LED TV\""\n  ],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""City view\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.123365745
    severity: HARM_SEVERITY_LOW
    severity_score: 0.217337668
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0609752387
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.159217864
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.09401007
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.173288032
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0875639394
    severity: HARM_SEVERITY_LOW
    severity_score: 0.225417078
  }
  avg_logprobs: -0.0029801873877497004
}
usage_metadata {
  prompt_token_count: 4312
  candidates_token_count: 101
  total_token_count: 4413
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Suite', 'bedType': 'King Bed', 'ratePlanInclusives': 'Complimentary wireless internet', 'roomAmenities': 'Separate tub and shower, LED TV', 'mealPlan': 'Unknown', 'roomView': 'City view', 'taxesAndFees': 'Unknown'}",Suite,King Bed,Complimentary wireless internet,"Separate tub and shower, LED TV",Unknown,City view,Unknown
13154,13154,BEST AVAILABLE RATE|KING TWO BEDROOM VILLA 240SQM/DINING-LIVING RM/PLUNGE POOL/BALCONY,Villa,BEST AVAILABLE RATE|KING TWO BEDROOM VILLA 240SQM/DINING-LIVING ROOM/PLUNGE POOL/BALCONY,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Villa,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.027420186570712497
}
usage_metadata {
  prompt_token_count: 353
  candidates_token_count: 7
  total_token_count: 360
}
model_version: ""gemini-1.5-flash-002""
",Villa,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Villa\"",\n  \""bedType\"": \""King Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Plunge pool\"",\n    \""Balcony\""\n  ],\n  \""roomAmenities\"": [\n    \""Balcony\"",\n    \""Dining area\"",\n    \""Living Room\""\n  ],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.131173313
    severity: HARM_SEVERITY_LOW
    severity_score: 0.235108629
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0574932285
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.148047015
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.103748769
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.193147466
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0900932476
    severity: HARM_SEVERITY_LOW
    severity_score: 0.212068826
  }
  avg_logprobs: -0.0484460787339644
}
usage_metadata {
  prompt_token_count: 4303
  candidates_token_count: 110
  total_token_count: 4413
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Villa', 'bedType': 'King Bed', 'ratePlanInclusives': 'Plunge pool, Balcony', 'roomAmenities': 'Balcony, Dining area, Living Room', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Villa,King Bed,"Plunge pool, Balcony","Balcony, Dining area, Living Room",Unknown,Unknown,Unknown
21173,21173,MRATE AVAIL FLEXIBLE RATE|SUPERIOR ROOM WITH TWIN BEDS,Superior Room,MRATE AVAIL FLEXIBLE RATE|SUPERIOR ROOM WITH TWIN BEDS,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Superior Room,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.0030040908604860306
}
usage_metadata {
  prompt_token_count: 341
  candidates_token_count: 8
  total_token_count: 349
}
model_version: ""gemini-1.5-flash-002""
",Superior Room,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Superior Room\"",\n  \""bedType\"": [\""Twin/Single Bed\""],\n  \""ratePlanInclusives\"": [\""Unknown\""],\n  \""roomAmenities\"": [\""Unknown\""],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.103748769
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.182425365
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0356785394
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.106690697
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0583459213
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.159217864
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0665691793
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.161320254
  }
  avg_logprobs: -0.0095252719106553481
}
usage_metadata {
  prompt_token_count: 4291
  candidates_token_count: 79
  total_token_count: 4370
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Superior Room', 'bedType': 'Twin/Single Bed', 'ratePlanInclusives': 'Unknown', 'roomAmenities': 'Unknown', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Superior Room,Twin/Single Bed,Unknown,Unknown,Unknown,Unknown,Unknown
13634,13634,LUXURY GETAWAY AND VALET|JUNIOR SUITE-NONSM-720 SQFT.1 KING SOFABED. FREE WIFI. 55 INCH TV.  BOSE STEREO.,Junior Suite,LUXURY GETAWAY AND VALET|JUNIOR SUITE-NONSM-720 SQFT.1 KING SOFABED. FREE WIFI. 55 INCH TV.  BOSE STEREO.,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Junior Suite,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.010136911645531654
}
usage_metadata {
  prompt_token_count: 368
  candidates_token_count: 8
  total_token_count: 376
}
model_version: ""gemini-1.5-flash-002""
",Junior Suite,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Junior Suite\"",\n  \""bedType\"": [\""King Bed\"", \""Sofa Bed\""],\n  \""ratePlanInclusives\"": [\n    \""Free WIFI\""\n  ],\n  \""roomAmenities\"": [\n    \""55 inch TV\"",\n    \""Bose Stereo\""\n  ],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.120025486
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.194367886
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0534033142
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.131173313
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0913820341
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.176671848
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0815197825
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.194367886
  }
  avg_logprobs: -0.0010944632361236128
}
usage_metadata {
  prompt_token_count: 4318
  candidates_token_count: 103
  total_token_count: 4421
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Junior Suite', 'bedType': 'King Bed, Sofa Bed', 'ratePlanInclusives': 'Free WIFI', 'roomAmenities': '55 inch TV, Bose Stereo', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Junior Suite,"King Bed, Sofa Bed",Free WIFI,"55 inch TV, Bose Stereo",Unknown,Unknown,Unknown
